,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,author_id,date_review_posted,review_title,reviews,verified_purchase,people_find_helpful,ratings,product_url,start,end,reviewer_name,product_category,product_id,subproduct_id
0,0,0,0,AE7U5OXACT6QQSFKSDMXZFGH2OSA,"July 18, 2020",3900x/Noctua ftw,"My first noctua product and I’m happy to say I’m satisfied with the choice. Their fans are an amazing balance of quiet and performance. The original colors are as ugly as it gets but this new chromax line up is a good addition.
Currently using it on an ryzen 9 3900x.
Installed a second fan with a push/pull setup for the best cooling.

Just a note to anyone buying this cooler, if you can’t get your hands on a second chromax fan... any 120mm pwm fan should work.",yes,One,5.0,https://www.amazon.ca/Noctua-NH-U12S-chromax-Black-Single-Tower-Cooler/dp/B07Y88BNYZ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 20:57:31.226796,2020-09-30 20:57:40.515716,S,Clothing & Accessories,B00T7U6FDK,B07Y88BNYZ
1,1,1,1,AE7U5OXACT6QQSFKSDMXZFGH2OSA,"July 18, 2020",Perfect,"Works perfect with Oracal 651 and 631.
This is similar if not identical to at65",yes,0,5.0,https://www.amazon.ca/Vinyl-Ease-Application-Transfer-Silhouette/dp/B0034ZMI58/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 20:57:48.613232,2020-09-30 20:57:57.885979,S,Clothing & Accessories,B00T7U6FDK,B0034ZMI58
2,2,2,2,AE7U5OXACT6QQSFKSDMXZFGH2OSA,"June 4, 2020",These are mainly motion detector cameras,"This is a first impression review.
I just received this cameras yesterday morning, set them up and ran them throughout the day and night. The review is based off these results.

Out of the box.
The cameras are all well packaged, instructions and everything are clear. It’s all pretty straight forward.
Down the app, follow on screen instructions. Sync your cameras, mount them and you’re good to go.

THE SETUP: It was a very simple setup that literally anyone is capable of. The on screen instructions are straight forward and tell you exactly what to do. Anyone could set these cameras up.

MOUNTING THE CAMERA:
I purchased some additional mounts to allow for more movement of the cameras, but the included ones look just as good. They have a fair abit of movement to them and allows for a good mounting angle of the camera. Other than that I can’t say much because I didn’t use them.
When you mount them, look at a live preview to help you set them up exactly how you want them.

THE APP/SOFTWARE VIEW:
Easy to navigate, simple to use.
On the front screen it shows your cameras, but if you’re missing “preview” of the camera it’s because you have to take a picture with the camera button on the right side of the camera preview. I thought this was a little weird that you had to manually take a picture to preview a thumbnail of your camera. Where the picture saves to, I’m not sure.
If you click on your individual cameras it gives you all the different settings you can tweak from things such as motion sensor sensitivity to length of the clips etc. You can also view your cameras connections as well.
Again, all easy. Most confusing part would be the camera settings if you don’t understand what they are. However you don’t have to change anything.

IMAGE/VIDEO CAMERA:
The easiest way to describe this is that it’s clear enough to see everything, but not clear enough to see details such as a license plate number.
Viewing the camera during the day gives you a good picture that’s easily viewable from your phone. If someone was poking around you’d see it, would you be able to identify the face or shoes they’re wearing.. probably not.
The actual cameras them self are marketed at 1080p, but there’s no way that the image itself is 1080p. Every camera you buy is like this, all the 1080p security cameras wired/wireless are identical when it comes to claiming its 1080p. These would probably be the “best” cameras I’ve personally seen.

CLOUD STORAGE:
I’m not sure how much storage you actually get but this fills up almost right away, you’ll have to set the clips to delete. Tweaking settings will make a huge difference when it comes to this. More storage would be nice or if they would’ve just included a simple sd card storage on the camera.

Here’s a huge note on these cameras that don’t seem to be noted anywhere.
The 2 year battery life is completely based off the cameras simply being mounted, using motion detection, and settings on default.
This is meant for complete minimal user interaction. You’re basically buying motion detector cameras. These aren’t actually live streaming security cameras. You can view the live stream of the camera, but the more you click that button the more battery life it uses. (This is based off of the battery version only)
They’re not meant to constantly be viewing the cameras live. It’s purely a motion detection setup, and the live view is only meant for when you get a notification to check that out.

First OVERNIGHT TEST:

Woke up in the morning to both cameras offline.
It worked perfect all day and even to the point where I was up at 1am. I was really disappointed to see that somehow went offline during the most important part. Why they went offline? Well it doesn’t tell you. No power flickered, connections are all full bars, sync module is on and running with full bars. Everything is located within 5-10 feet of the wifi/module/cameras.
I had to go take down the cameras, remove the batteries, delete them from the system and add them again for it to start working.

Overall...
cool cameras, great idea.. but the batteries aren’t going to last two years with your average user.
It should really be noted that this system is heavily motion detected based. The storage isn’t enough, unless you tweak the settings and constantly delete clips. SD CARD integration would’ve been a huge improvement.
I’ll continue to use these but if they keep going offline, it just renders them useless and will be going back.",yes,One,4.0,https://www.amazon.ca/All-new-Blink-Outdoor-Security-included/dp/B07M8PFGQ3/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 20:58:07.975618,2020-09-30 20:58:17.243481,S,Clothing & Accessories,B00T7U6FDK,B07M8PFGQ3
3,3,3,3,AE7U5OXACT6QQSFKSDMXZFGH2OSA,"June 2, 2020",The standard when it comes to thermal paste,I’ve used this on all my builds and have put it in other pcs. I don’t know the actual temperatures or differences between other thermal paste but it’s easy to apply and seems to work well with my Corsair h115i and 9900ks,yes,0,5.0,https://www.amazon.ca/ARCTIC-MX-4-2019-Performance-Durability/dp/B07L9BDY3T/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 20:58:24.342631,2020-09-30 20:58:33.658662,S,Clothing & Accessories,B00T7U6FDK,B07L9BDY3T
4,4,4,4,AE7U5OXACT6QQSFKSDMXZFGH2OSA,"June 2, 2020",Razers quality is much better now,"I bought this for my sons streaming setup.
Originally he was using a blue snowball and now it’s upgraded to the siren x after all the good reviews and videos on it. It’s hard to tell if it’s much of an upgrade but it’s definitely crystal clear audio, and doesn’t pick up much in the background.
The mic seems like it’s well built and feels good quality... usually razer products feel cheap and plastic but this doesn’t have that feel and it retains the same great razer sleek look to it.
It’s a good addition to any streaming setup.",yes,4,5.0,https://www.amazon.ca/Razer-Seiren-Supercardiod-Built-Professional/dp/B075HCLMYP/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 20:58:41.749936,2020-09-30 20:58:48.062461,S,Clothing & Accessories,B00T7U6FDK,B075HCLMYP
5,5,5,5,AE7U5OXACT6QQSFKSDMXZFGH2OSA,"June 2, 2020",Full set of official razer caps for amazing price,"I’ve been looking for key caps for my razer huntsmen tournament, and came across these.
First off their actual official razer keycaps for a crazy low price. You’re getting the full set of caps, all the tools and everything you need.
They’re not any better than the stock keys on this keyboard so it’s purely cosmetic. They look amazing on the keyboard, and are cheaper than most Chinese keycaps.

The only downside to these green keycaps are that the light bleeds through the caps. The original black keys actually show the colors and effects you set through chroma but with these you can’t see any of that. It just looks like solid green/white light. If you care about the colors of the lights, this could be something to take note of.",yes,0,5.0,https://www.amazon.ca/Razer-Doubleshot-Upgrade-Mechanical-Keyboards/dp/B07ZPRYK9X/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 20:58:55.154205,2020-09-30 20:59:05.286076,S,Clothing & Accessories,B00T7U6FDK,B07ZPRYK9X
6,6,6,6,AE7U5OXACT6QQSFKSDMXZFGH2OSA,"June 2, 2020",Cleans up all wires,"This stuff is amazing. If you have any kind of wiring mess, you can clean it up with this sleeve in seconds. I have a 3d printer with a ton of exposed spaghetti wiring, wrapped it all up in this and now it looks 100x better. I could see me using this in my gaming pc builds and more.",yes,0,5.0,https://www.amazon.ca/MGI-SpeedWare-Split-Sleeve-Expandable-Overlap/dp/B07HXSSBHB/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 20:59:14.368826,2020-09-30 20:59:22.670725,S,Clothing & Accessories,B00T7U6FDK,B07HXSSBHB
7,7,7,7,AE7U5OXACT6QQSFKSDMXZFGH2OSA,"June 2, 2020",It’s all about the value,"Never heard of this brand before until I started reading the reviews. A friend of mine bought one and seemed really happy with his so I decided to get one as well.
A 65 inch tv for 600, and it’s a Roku.... that’s already in a class of its own.
A lot of complaints about banding and this and that... I get it can be frustrating but if you’ve ever bought a tv in the same price range, they all have their own problems.
I don’t notice any kind of banding on this one, but it could be there. I don’t know, and if I don’t notice..I don’t care.
I’d buy another one without a doubt, and I’d recommend this to anyone looking for a big tv for a good price.",yes,0,5.0,https://www.amazon.ca/TCL-65S425-CA-Ultra-Smart-Television/dp/B07FGR1R1D/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 20:59:32.761252,2020-09-30 20:59:42.044538,S,Clothing & Accessories,B00T7U6FDK,B07FGR1R1D
8,8,8,8,AE7U5OXACT6QQSFKSDMXZFGH2OSA,"June 2, 2020",Perfect for tight spaces.,"I bought a tv mount, saw how amazing the quality was and decided to buy more products I needed from the same brand. It does what it does, and it products your stuff. This is perfect for a between the wall/bed outlet. Now I can turn the plug and charge my phone without it breaking the ends of my cables.",yes,0,5.0,https://www.amazon.ca/ECHOGEAR-Protector-Pivoting-Outlets-Protection/dp/B071NGLS26/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 20:59:51.133144,2020-09-30 20:59:59.445055,S,Clothing & Accessories,B00T7U6FDK,B071NGLS26
9,9,9,9,AE7U5OXACT6QQSFKSDMXZFGH2OSA,"June 2, 2020",Quality products from a brand that stands behind them,"This is my first echogear product, I decided to go with this after reading lots of positive reviews.
The price was a little more than a lot of generic brands, but once you receive it...you’ll see why.

Overall the tv mount is very well built, make from thick gauge steel. It holds my 65inch tv with ease.
The product is well packaged, instruction were great. It has a cool design on the box, and you can just overall tell echogear put a lot of work into their products. Instructions were very clear, and it’s the first time I’ve ever seen a company include an actual template for mounting the bracket.
They even go as far as including YouTube videos on their products to show you how anyone can install their products with ease.
It’s up on the wall, and looks great, perfect amount of tilt.
I’d recommend this tv mount to everyone.
Spend the money and buy a quality product from a company that stands behind it.",yes,0,5.0,https://www.amazon.ca/ECHOGEAR-Full-Tilt-Wall-Mount/dp/B07G9QF6VJ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 21:00:06.536562,2020-09-30 21:00:15.842352,S,Clothing & Accessories,B00T7U6FDK,B07G9QF6VJ
