,id,review,author,start,end,product_name
0,R18BRICANBG6BQ," Purchased for wife, who wants to add some RGB to her desk setup.
Similar in size and shape as other gaming mice. A contoured design/grip fits comfortably in hand, although feels very light. This could be a pro/con depending on personal preference.

The mouse glides well over both cloth pads as well as hard surface with accurate tracking/movements.
The left/right buttons are responsive and while the scroll wheel does have a loose feeling, it does work as expected.
The DPI button with variable DPI settings can be tailored to fit your use/need and can prove to be very useful in specific games and/or play style.

The mouse is equipt with a braided cable, which from my personal experience tends to be more durable to wear and much less prone to tangles, compared to rubber/plastic coated cables.

Although there is no option to set any 1 specific solid/steady color, the lighting does work well as it cycles through a rainbow of color in a breathing effect. Very cool, especially in dim to dark atmosphere. The lighting can be turned off by pressing the Forward/Back buttons + DPI button.

No additional drivers/software required, just Plug&Play!

Overall, a decent quality mouse which has exceeded my expectations, especially at this price point.

Recommend to anyone looking for a budget friendly mouse with an added style of RGB lighting. ★★★★☆",DownEastCaper,2020-09-15 05:01:11.257494,2020-09-15 05:01:11.330587,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
1,R3MQOA9DI6PMSN,"The mouse arrived fine, but when I plugged it in the LED's inside the mouse were all screwed up. For some reason, only a few of the colors show up as solid colors, and the others show up as missmatched ones. For example, purple and cyan never show up as their own colors because the top half ends up being purple while the bottom half is red, and for cyan, the top is cyan while the bottom is the bright green color. The only colors that show up solid are green, royal blue and red. I haven't even seen the yellow or orange colors yet. Also, there's a strange little part that pokes out at your palm from the middle below the DPI button, but I don't really mind it. I see how for some users, it could be annoying. I've also noticed that the scroll wheel is a tad loose, and I'm worried that it'll come off or break in the future.

But, with that being said, this mouse is awesome in functionality. The sensor is responsive, and I've experienced no input lag at all while playing games. I do find the forward/back buttons to be a little close to the thumb, but I'm not pressing them accidentally as of yet. I would have gave this mouse a solid 5 star rating if the LED's worked properly.

UPDATE: I contacted customer service and they were able to send me a new mouse for free for all the trouble. I am 100% satisfied with the mouse and the great customer service that I received from Havit. Thank you!",wiccawitch4,2020-09-15 05:01:11.335331,2020-09-15 05:01:11.385229,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
2,R1GGBLH5A0SASQ,"I bought this mouse to replace my $100 Razer Naga. The Razer kept lagging out (razer software issue) and I replaced it with a 8 dollar mouse, which is simple consistent, and I'm honestly surprised at the usb cord quality, it's braided and the connector end has anti-break properties., The DPI is good enough for 99.99% of people and applications, I've played everything from over watch to League to SC2 to XCOM 2 with this mouse and it was a good go, Didn't notice performace issues. It has a slightly heavier click than the Naga, but for shooters I actually prefer it because I get better feedback over my clicks. It's worse if you're an insane MOBA or RTS clicker but again, I didn't even notice it while gaming. I also like how you don't have to install any more software - it's straight plug and play.",Amazon Customer,2020-09-15 05:01:11.390169,2020-09-15 05:01:11.438645,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
3,R3DRYY4MCS9LGL,"Update, Dec 28 2018 Still works great!

I got this to replace a cheapo Microsoft mouse and this kicks the hell out of it! It works great, has a great light show, has features my plain Microsoft mouse didn't have and was cheaper. All for 10 bucks! I don't like the ridge at the top of the mouse, how it sits in my hand, but otherwise, it is a winning purchase for me.",c busi,2020-09-15 05:01:11.443631,2020-09-15 05:01:11.494522,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
4,RYSA70ONDAWRZ,"I bought this mouse primarily for PC fortnite gaming and it has done me very well. Whit I like about this mouse is that for the price it is light, durable (been is my school backpack everyday for the past 2 months) and has a good matte finish. Th RGB lighting is good and it has a great selection of sensitivities. The one thing that kind of bothers me is that the buttons on the side are a little hard to press, they are thinner than they look. Other than that this little beast is great. I have been using it as a mouse (because I can't stand school chromebook trackpads) and it is great. If you are looking to buy a mouse that is good and will not break the bank this is the one for you",Can Baki,2020-09-15 05:01:11.500507,2020-09-15 05:01:11.549984,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
5,R27RU9EEA569KA,"I bought this mouse about a year ago (slightly less). It worked well for about half a year, and then the right-mouse button started having problems where it would randomly refuse to register a click unless I smashed it. At this point, it would have been a 3-star product because - lets face it - it's super cheap. However, I contacted Havit directly and they immediately sent me a new mouse (it was still under warranty) which arrived within the week. I now push this up to 4 stars because of their excellent customer service.

Thanks Havit. I appreciate it!

Since the mouse is now $9.99, I think it's a good deal, especially since it come with a 1-year warranty.",Prefers to Stay Anon,2020-09-15 05:01:11.555941,2020-09-15 05:01:11.635275,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
6,R3NLOFYDMNT8MT,Just an amazing mouse! It looks gorgeous with all these colour schemes. You can change how quickly the lights blink by pressing the button behind the mouse wheel. Changes automatically between several different beautiful colours. I have medium-sized hands with long guitarist fingers: the mouse fits my palm perfectly and feels very ergonomic. Buttons are big and click well. Mouse wheel resistance is ideal for optimal web page scrolling and gaming. The cable is 5 or 6 ft long and sturdy due to being broided.,Yash,2020-09-15 05:01:11.641258,2020-09-15 05:01:11.692976,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
7,R18SJILZDTRTNE,"A wonderful mouse at a very good price point. My first mouse had some issues (the scrollwheel didn't work) but otherwise was working fine. I reached out to the company, who emailed back immediately and instantly sent a replacement that's working perfectly. I'd absolutely get another one in a heartbeat.",Amazon Customer,2020-09-15 05:01:11.697964,2020-09-15 05:01:11.754814,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
8,RQQA4LPIRBNQ1,"I have another Havit Gaming mouse with driver + extra buttons for 4 years that I am very happy with and decided to go with this brand again. This is a decent mouse. I wish there is driver for it to allow users to turn off the LED light, or set it to one specific colour. This mouse is on the large side for me (F with small hands), I will have to shift my hand upwards to press the forward/back buttons. I am gifting it to my father for office use, so it shouldn't be too much of a problem. Sensitivity is not perfect on every surface, if I turn up the DPI, the mouse speed is a little too fast and require changes in WIndows setting. Overall, a really good quality mouse at this price range.",C,2020-09-15 05:01:11.759801,2020-09-15 05:01:11.811952,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
9,R2HLR0NWFQK9RB,"First impressions, it's pretty good for the price. Tracks nicely. Buttons feel solid. Have a nice click to them. I have large hands, and it's perfect for me size wise. Hand rests comfortably. Side buttons are easily accessible. Wish you could select a color and keep it, but for the price, I can live with it. The braided cable is pretty good quality. We'll see how long it lasts.",Ilija Krunic,2020-09-15 05:01:11.816972,2020-09-15 05:01:11.867637,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
