,id,date_review_posted,review_title,review,verified_purchase,people_find_helpful,ratings,product_url,start,end,author,product_category
0,AEXZ6CSVSK4HXNZYKK2CMMEQ7KXA,"August 17, 2020",quality,overall it is comfortable but the back rest is very hard to control missing 1 screw,yes,0,3.0,https://www.amazon.ca/BTSKY-Office-Stretchy-Computer-Rotating/dp/B075C98NKF/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:08:13.528305,2020-09-14 00:08:19.814736,Snofrog,Electronics
1,AEXZ6CSVSK4HXNZYKK2CMMEQ7KXA,"July 23, 2020",Value and Quality,"Box arrived in excellent condition. Once open it was a different story . Every piece was scratched with one damaged corner. There was no protection between all the pieces. They were laid on top of each other with only strips of styrofoam on the edges. Half of them were damaged. Not thick enough for the weight of the shelves.
Not recomended 3 out of 10.",yes,0,2.0,https://www.amazon.ca/Furinno-15118EX-FURINNO-Jaya-Stand/dp/B01L7NL6M4/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:08:29.910528,2020-09-14 00:08:39.205472,Snofrog,Electronics
2,AEXZ6CSVSK4HXNZYKK2CMMEQ7KXA,"July 18, 2020",Value,Arrived undamaged missing 2 screws,yes,0,4.0,https://www.amazon.ca/MotionGrey-Ergonomic-Office-Computer-Breathable/dp/B08749Y4KT/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:08:49.299603,2020-09-14 00:08:55.577899,Snofrog,Electronics
3,AEXZ6CSVSK4HXNZYKK2CMMEQ7KXA,"July 13, 2020",Value and dependabilty,received in original shape fast delivery works as it should,yes,5,5.0,https://www.amazon.ca/Acer-Aspire-Celeron-Windows-A115-31-C2Y3/dp/B086XXW87C/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:09:02.668053,2020-09-14 00:09:08.951147,Snofrog,Electronics
4,AEXZ6CSVSK4HXNZYKK2CMMEQ7KXA,"June 8, 2020",Value,"Excellent product, excellent value, highly recommended",yes,0,5.0,https://www.amazon.ca/Webber-Naturals-Apple-Vinegar-Capsules/dp/B00AG5DM18/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:09:19.056512,2020-09-14 00:09:26.320095,Snofrog,Electronics
5,AEXZ6CSVSK4HXNZYKK2CMMEQ7KXA,"June 6, 2020",Value,Works as it should. Easy to clean,yes,0,4.0,https://www.amazon.ca/Fityle-Replaces-Vegetable-Nonstick-Grilling/dp/B07M9PL5JP/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:09:36.417087,2020-09-14 00:09:45.714205,Snofrog,Electronics
6,AEXZ6CSVSK4HXNZYKK2CMMEQ7KXA,"June 6, 2020",Value,Good value,yes,0,5.0,https://www.amazon.ca/Worglo-Non-Stick-Cooking-Reusable-Kitchen/dp/B07Z7HWSZQ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:09:52.807890,2020-09-14 00:10:02.077439,Snofrog,Electronics
7,AEXZ6CSVSK4HXNZYKK2CMMEQ7KXA,"June 6, 2020",Value and accuracy of monitoring,Very nice health watch.... Easy to set up...... Godd interface..... Lots of monitoring..... Accuracy is slightly off nothing to worry about. Good value,yes,0,5.0,https://www.amazon.ca/CEGAR-Waterproof-Bluetooth-Smartwatch-Pedometer/dp/B083QH2D6G/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:10:12.183939,2020-09-14 00:10:21.516637,Snofrog,Electronics
8,AEXZ6CSVSK4HXNZYKK2CMMEQ7KXA,"June 4, 2020",Value,Good value. Easy to set up. Good sound. Overall excellent purchase.,yes,0,4.0,https://www.amazon.ca/Avantree-Wireless-Headphones-Impaired-Charging/dp/B07CKVBWNY/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:10:28.612954,2020-09-14 00:10:36.867438,Snofrog,Electronics
9,AEXZ6CSVSK4HXNZYKK2CMMEQ7KXA,"March 20, 2020",Value,Gas described .. Just what I needed ..... Works very well,yes,0,5.0,https://www.amazon.ca/Basesailor-Adapter-Connecting-Extension-Connector/dp/B083GNBBV6/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:10:44.964979,2020-09-14 00:10:54.255147,Snofrog,Electronics
