,id,date_review_posted,review_title,review,verified_purchase,people_find_helpful,ratings,product_url,start,end,author,product_category
0,AFBPJV3CDVZAW36WZD2SJHSYXKUA,"September 12, 2020",A beautiful soul,Truly a beautiful soul who shared so much wisdom and compassion with the world.,yes,0,5.0,https://www.amazon.ca/Rainbow-Cloud-Wisdom-Spirit-Angelou/dp/0812996453/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 01:26:29.258880,2020-09-14 01:26:37.542033,MulticulturalFirstAid com,Electronics
1,AFBPJV3CDVZAW36WZD2SJHSYXKUA,"September 8, 2020",1 Player is 2,Cannot play solo - 1 Player is still against another person.,no,0,1.0,https://www.amazon.ca/Volley-Inc-Song-Quiz/dp/B06XWGR7XZ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 01:26:46.634099,2020-09-14 01:26:55.895956,MulticulturalFirstAid com,Electronics
2,AFBPJV3CDVZAW36WZD2SJHSYXKUA,"September 7, 2020",LONG introduction and doesn't answer specific questions,"For example, if you ask what are side-effects of a medication, it tells you EVERYTHING about it. And if you pause between questions, it repeats the long dialogue from the start.",no,0,2.0,https://www.amazon.ca/Lowaire-Digital-Virtual-Nurse/dp/B01MAW5QJ2/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 01:27:05.977468,2020-09-14 01:27:14.339070,MulticulturalFirstAid com,Electronics
3,AFBPJV3CDVZAW36WZD2SJHSYXKUA,"September 7, 2020",Lame,Doesn't sing the song - Alexa speaks it (poorly),no,0,1.0,https://www.amazon.ca/Steven-Foyston-Happy-Birthday/dp/B088M29NGK/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 01:27:22.425704,2020-09-14 01:27:29.699632,MulticulturalFirstAid com,Electronics
4,AFBPJV3CDVZAW36WZD2SJHSYXKUA,"September 6, 2020",Good for school - Bad for games,"Cannot play any games, even old very basic ones. Ok for school, but nothing else.",yes,0,3.0,https://www.amazon.ca/Acer-Aspire-Celeron-Windows-A115-31-C2Y3/dp/B086XXW87C/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 01:27:36.824370,2020-09-14 01:27:44.349131,MulticulturalFirstAid com,Electronics
5,AFBPJV3CDVZAW36WZD2SJHSYXKUA,"August 30, 2020","Fantastic - converts my 10"" tablet into a laptop","Awesome keyboard with holder for my 10"" tablet, and it pairs with my bluetooth mouse as well.",yes,0,5.0,https://www.amazon.ca/Logitech-K780-Multi-Device-Wireless-Keyboard-Computer-920-008149/dp/B01LZAK8MM/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 01:27:53.453206,2020-09-14 01:28:01.779625,MulticulturalFirstAid com,Electronics
6,AFBPJV3CDVZAW36WZD2SJHSYXKUA,"August 30, 2020",Great for my bluetooth keyboard and mouse.,"I was shopping for the most compact keyboard case, and happily found this fantastic pouch. The material is like foam spandex. Snugly holds my bluetooth keyboard, charger, and wireless mouse.",yes,0,5.0,https://www.amazon.ca/Grifiti-10keyless-Mechanical-Keyboards-Steelseries/dp/B00MRJWSZW/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 01:28:08.864054,2020-09-14 01:28:17.186649,MulticulturalFirstAid com,Electronics
7,AFBPJV3CDVZAW36WZD2SJHSYXKUA,"August 30, 2020",Very compact and good design,I was surprised how small they are before opening up. Good quality design and look decent.,yes,0,5.0,https://www.amazon.ca/pieces-disposable-Non-woven-hairnets-choose/dp/B071SJ3V8D/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 01:28:27.296664,2020-09-14 01:28:34.684074,MulticulturalFirstAid com,Electronics
8,AFBPJV3CDVZAW36WZD2SJHSYXKUA,"August 30, 2020",Look good,Lids don't sit well on top - very loose. And quite small solar panels. Cannot be hung up - must sit on surface because lid just sits very loosely on top.,yes,0,4.0,https://www.amazon.ca/Moonrays-95568-Powered-Pagoda-2-Pack/dp/B0172IYZ6W/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 01:28:41.779880,2020-09-14 01:28:48.084670,MulticulturalFirstAid com,Electronics
9,AFBPJV3CDVZAW36WZD2SJHSYXKUA,"August 2, 2020",Definitely improves WIFI signal and speed. But lacks 2 important things.,"What it lacks is a long enough cord to place the WIFI adapter base on top of a shelf. And the base itself is very light plastic that doesn't stand well. The weight of the wire pulls it over. While it is a good wifi adapter, I chose this one over other similar ones specifically for the base, which in the end I found useless because the cord was too short and it was too light to stand up.",yes,0,3.0,https://www.amazon.ca/Wireless-Aigital-1200Mbps-Antennas-Supports/dp/B07Z7MPG3K/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 01:28:55.188415,2020-09-14 01:29:02.590507,MulticulturalFirstAid com,Electronics
