,subproduct_author_id,verified_purchase,review_title,reviews,date,reviewer_name,ratings,people_find_helpful,reviewer_profile_url,start_time,end_time,product_name,brand_name,rank,product_id,author_id,subproduct_id
0,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,True,I like em,They’re premium quality and look nice too just go up a size,"August 18, 2020",Zario,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AEJEBBRJZQ3CRKJVIICNBFZJC7BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:51:07.309107,2020-10-05 19:51:07.439890,uxcell Men Drop Crotch Hip Hop Parachute Hammer Baggy Harem Pants,No,"130,641",B002G9UDYG,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,B00D1H02U2
0,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,True,Laughable,Pants are horrible quality. Material is about as thick as paper. If you really want them go 4-5 sizes up because I went 3 sizes up and they were still extremely tight on me,"August 18, 2020",Zario,1.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AEJEBBRJZQ3CRKJVIICNBFZJC7BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:51:21.273855,2020-10-05 19:51:21.400736,HANGJIA Mens Scottish Plaid Joggers Lattice Track Pants Ankle Strap Zipper Mesh Stretch Waist,No,"80,912",B002G9UDYG,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,B07GMH99LL
1,AGB3HRZQOEYULFEWDYWQYT6ZI3PQ,True,Very very small fit,Nice material but crap fit! Way too small,"February 27, 2020",Sarah Chappell,1.0,One,https://www.amazon.ca/gp/profile/amzn1.account.AGB3HRZQOEYULFEWDYWQYT6ZI3PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:51:21.405616,2020-10-05 19:51:21.539328,HANGJIA Mens Scottish Plaid Joggers Lattice Track Pants Ankle Strap Zipper Mesh Stretch Waist,No,"80,912",B002G9UDYG,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,B07GMH99LL
2,AFXFW5QSGYNZOCH5LHTXTISJOA3A,True,Trendsetting,"Bought for my 16 year old son. True to size, he's 6'2"". Comfy. Zippered front pockets for valuables. Trendy.","September 13, 2020",Tina Park,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AFXFW5QSGYNZOCH5LHTXTISJOA3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:51:21.544208,2020-10-05 19:51:21.694511,HANGJIA Mens Scottish Plaid Joggers Lattice Track Pants Ankle Strap Zipper Mesh Stretch Waist,No,"80,912",B002G9UDYG,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,B07GMH99LL
3,AHDSTRON4C62GOIUDORDHIB4SMEQ,True,Peu de confort,Faible qualité. Tissu sans aucun effet extensible.,"October 28, 2019",Client d'Amazon,1.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AHDSTRON4C62GOIUDORDHIB4SMEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:51:21.699392,2020-10-05 19:51:21.827280,HANGJIA Mens Scottish Plaid Joggers Lattice Track Pants Ankle Strap Zipper Mesh Stretch Waist,No,"80,912",B002G9UDYG,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,B07GMH99LL
0,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,True,They’re alrigjt,I mean they’re alright. Fits extremely small so go like 2-3 sizes up. Material is pretty cheap but it’s whatever. I like the look of em but definitely not gonna last long,"May 16, 2020",Zario,3.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AEJEBBRJZQ3CRKJVIICNBFZJC7BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:51:41.457885,2020-10-05 19:51:41.591598,"Astellarie Toddler Kids Boy Denim Jeans,Drawstring Elastic Waistband Slim Fit Washed Full Length Straight Pants 1-7T",,"66,878",B002G9UDYG,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,B0833NWXFG
1,AHPOCEHXDL746KEDTTHNW2VRVGNA,True,i love it,looks good and feels good,"June 16, 2020",handel edwards,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AHPOCEHXDL746KEDTTHNW2VRVGNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:51:41.596477,2020-10-05 19:51:41.725308,"Astellarie Toddler Kids Boy Denim Jeans,Drawstring Elastic Waistband Slim Fit Washed Full Length Straight Pants 1-7T",,"66,878",B002G9UDYG,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,B0833NWXFG
0,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,True,I like it,Hoodie looks pretty good. Go up a size or two,"April 24, 2020",Zario,4.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AEJEBBRJZQ3CRKJVIICNBFZJC7BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:52:47.973551,2020-10-05 19:52:48.102350,GURUNVANI Men's Graphic Hoodie Hooded Sweatshirt Ghost Print,,"84,377",B002G9UDYG,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,B082P1BG5K
0,AFY2HTJ7BYSJKJWWBFBPGYDIDTPQ,True,Quality and beautiful,"*French will fallow*
Quality and beautiful
The glasses are really quality and come with a pocket to keep them. The glasses are a good size like not too small and big enough. The colour is a dark pink and I love it. I recommend them for a look vintage and fashion.

French :
De qualité et belle
Les lunettes sont vraiment de qualité et viennent dans une pochette pour les conserver. Elles sont d'une bonne taille soi pas trop petite, mais pas trop grande. La couleur est un rose foncé et j'adore. Je les recommande pour un look vintage et fashion.","May 29, 2020",Noemieenai13,5.0,One,https://www.amazon.ca/gp/profile/amzn1.account.AFY2HTJ7BYSJKJWWBFBPGYDIDTPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:53:34.079905,2020-10-05 19:53:34.219473,Kimorn Sunglasses Small Round Metal Frame Oval Candy Colors Unisex Sun Glasses k0577,No,"22,218",B002G9UDYG,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,B07D7SZN8D
1,AFTXTI7CUKTXGBQZLJ2ARCBNW4MQ,True,LOVE THESE!,"Really like these sunglasses! They are small, so keep that in mind. I'm a male, 6 foot 2, 225 pounds. They look small on me, but that is the look and I love them! The quality of the glasses seems decent to good. I recommend.","March 21, 2020",Mark,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AFTXTI7CUKTXGBQZLJ2ARCBNW4MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-10-05 19:53:34.224353,2020-10-05 19:53:34.352209,Kimorn Sunglasses Small Round Metal Frame Oval Candy Colors Unisex Sun Glasses k0577,No,"22,218",B002G9UDYG,AEJEBBRJZQ3CRKJVIICNBFZJC7BQ,B07D7SZN8D
