,id,date_review_posted,review_title,reviews,verified_purchase,people_find_helpful,ratings,product_url,start,end,reviewer_name,product_category,product_id,author_id
0,AH663G7EHOX4VC7JKRLTXNMTOCCA,"September 1, 2020",Exactly what I wanted,Very comfortable,yes,0,5.0,https://www.amazon.ca/Lixada-Bicycle-Underwear-Breathable-Lightweight/dp/B07SC9JHQ6/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 22:00:17.248344,2020-09-16 22:00:26.752482,Amazon Customer,Electronics,B087Z58PY5,AH663G7EHOX4VC7JKRLTXNMTOCCA
1,AH663G7EHOX4VC7JKRLTXNMTOCCA,"August 28, 2020",It alright,I bought this for grooming my dog however his fur is long and I found it didn't always go through his fur. It would get stuck and I would have to clean out the blade.,yes,0,3.0,https://www.amazon.ca/OMORC-Electric-Clippers%EF%BC%8CLow-Rechargeable-Professional/dp/B07MHRLP9W/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 22:00:33.886031,2020-09-16 22:00:43.349711,Amazon Customer,Electronics,B087Z58PY5,AH663G7EHOX4VC7JKRLTXNMTOCCA
2,AH663G7EHOX4VC7JKRLTXNMTOCCA,"August 28, 2020",Fits Perfect,Also worried about purchasing things unseen this was fine,yes,0,5.0,https://www.amazon.ca/Cocomii-Kickstand-Shockproof-Military-Defender/dp/B00W7DKHTC/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 22:00:53.488501,2020-09-16 22:01:01.086520,Amazon Customer,Electronics,B087Z58PY5,AH663G7EHOX4VC7JKRLTXNMTOCCA
3,AH663G7EHOX4VC7JKRLTXNMTOCCA,"August 28, 2020",I love it,This Asus is very much worth the money. I no longer have a desk top.,yes,0,5.0,https://www.amazon.ca/VivoBook-Touchscreen-Processor-Fingerprint-J401MA-AB01-CA/dp/B087Z58PY5/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 22:01:08.206530,2020-09-16 22:01:14.650486,Amazon Customer,Electronics,B087Z58PY5,AH663G7EHOX4VC7JKRLTXNMTOCCA
4,AH663G7EHOX4VC7JKRLTXNMTOCCA,"April 21, 2020",Lots of fun,My grandson loves it. I wish the front wheels would rotate a little. For easy turning.,yes,0,5.0,https://www.amazon.ca/Little-Tikes-Deluxe-Cozy-Roadster/dp/B004RSGB40/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 22:01:21.768425,2020-09-16 22:01:31.275324,Amazon Customer,Electronics,B087Z58PY5,AH663G7EHOX4VC7JKRLTXNMTOCCA
5,AH663G7EHOX4VC7JKRLTXNMTOCCA,"January 20, 2020",Perfect,Get product,yes,0,5.0,https://www.amazon.ca/MP-MALL-Installation-DoubleDefence-Technology-Replacement/dp/B07Q5WYLVX/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 22:01:40.412751,2020-09-16 22:01:49.886168,Amazon Customer,Electronics,B087Z58PY5,AH663G7EHOX4VC7JKRLTXNMTOCCA
6,AH663G7EHOX4VC7JKRLTXNMTOCCA,"December 9, 2019",Spend the money and great quality,Not very happy with these phones. They cut in and out even when they are close to the base.,yes,0,3.0,https://www.amazon.ca/VTech-CS6919-25-Dect_6-0-Landline-Telephone/dp/B0781V9CDJ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 22:01:59.999194,2020-09-16 22:02:06.569141,Amazon Customer,Electronics,B087Z58PY5,AH663G7EHOX4VC7JKRLTXNMTOCCA
7,AH663G7EHOX4VC7JKRLTXNMTOCCA,"December 9, 2019",Holds up great item,My husband is enjoying this item,yes,0,5.0,https://www.amazon.ca/Minimalist-Magnet-Effective-Blocking-Anti-magnetic/dp/B07S72HDGZ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 22:02:15.704762,2020-09-16 22:02:22.269586,Amazon Customer,Electronics,B087Z58PY5,AH663G7EHOX4VC7JKRLTXNMTOCCA
8,AH663G7EHOX4VC7JKRLTXNMTOCCA,"December 9, 2019",Love it,I like the fact that you can do all these things with 1 item,yes,0,5.0,https://www.amazon.ca/Shark-Ninja-Pressure-Cooker-Medium/dp/B07FDFP79J/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 22:02:32.385753,2020-09-16 22:02:39.988333,Amazon Customer,Electronics,B087Z58PY5,AH663G7EHOX4VC7JKRLTXNMTOCCA
9,AH663G7EHOX4VC7JKRLTXNMTOCCA,"December 9, 2019",Great product,Soft and comfortable.,yes,0,5.0,https://www.amazon.ca/Bedsure-Flannel-Bed-Sheet-Set/dp/B07TQSDP3D/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 22:02:47.156652,2020-09-16 22:02:55.647567,Amazon Customer,Electronics,B087Z58PY5,AH663G7EHOX4VC7JKRLTXNMTOCCA
