,author_id,date_review_posted,review_title,reviews,verified_purchase,people_find_helpful,ratings,product_url,start,end,reviewer_name,product_category,product_id
0,AFJYQTF4VSTD5H3Y6VE6S4WFAZFA,"August 23, 2020",Great product Caseology.,Fantastic case,yes,0,5.0,https://www.amazon.ca/Caseology-Vault-iPhone-XR-Case/dp/B07GFR5BJN/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:10:37.569633,2020-09-30 07:10:46.831229,TaniY,Clothing & Accessories,B002G9UDYG
1,AFJYQTF4VSTD5H3Y6VE6S4WFAZFA,"August 22, 2020",Good product,Great slim case,yes,0,5.0,https://www.amazon.ca/Caseology-Vault-iPhone-Plus-Case/dp/B01N2OCGFE/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:10:53.936275,2020-09-30 07:11:03.171601,TaniY,Clothing & Accessories,B002G9UDYG
2,AFJYQTF4VSTD5H3Y6VE6S4WFAZFA,"August 19, 2020",Cheap material,"Not as advertised. Cheap case, not happy at all, but I will keep it because is cheap.",yes,0,2.0,https://www.amazon.ca/JETech-iPhone-Protective-Shock-Absorption-Carbon/dp/B072XG2X84/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:11:12.265314,2020-09-30 07:11:19.539136,TaniY,Clothing & Accessories,B002G9UDYG
3,AFJYQTF4VSTD5H3Y6VE6S4WFAZFA,"May 7, 2020","Great product, color is diferent","I got the backpack and I am happy with it. Shipment was on time. The only thing is that the color of the backpack is not dark blue as it shows in the picture. The color was light blu which I am a bit disappointed. However, I like the size of it and it is really good for day to day use.",yes,0,4.0,https://www.amazon.ca/JanSport-City-Scout-Backpack-Navy/dp/B00CAALJ4Y/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:11:28.625280,2020-09-30 07:11:35.850890,TaniY,Clothing & Accessories,B002G9UDYG
4,AFJYQTF4VSTD5H3Y6VE6S4WFAZFA,"April 1, 2020",Silk grip case iphone XR,Great product,yes,0,5.0,https://www.amazon.ca/Silk-iPhone-Grip-Case-Lightweight/dp/B07FW6WYH9/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:11:42.945467,2020-09-30 07:11:50.185945,TaniY,Clothing & Accessories,B002G9UDYG
5,AFJYQTF4VSTD5H3Y6VE6S4WFAZFA,"January 20, 2020",Great product,"Nothing to complain about it, like it.",yes,0,5.0,https://www.amazon.ca/Carhartt-Acrylic-Watch-Black-Size/dp/B002G9UDYG/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:11:59.281654,2020-09-30 07:12:07.551176,TaniY,Clothing & Accessories,B002G9UDYG
6,AFJYQTF4VSTD5H3Y6VE6S4WFAZFA,"September 10, 2019",Ok product not the best.,I broke after 2 days of use,yes,0,3.0,https://www.amazon.ca/Travel-Inflatable-Mattress-Back-Seat/dp/B07KRMCMJ3/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:12:14.645289,2020-09-30 07:12:23.915391,TaniY,Clothing & Accessories,B002G9UDYG
7,AFJYQTF4VSTD5H3Y6VE6S4WFAZFA,"September 10, 2019",Great product,Protect my phone very well.,yes,0,5.0,https://www.amazon.ca/Spigen-Kickstand-Extreme-Protection-Technology/dp/B06XNVPGC2/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:12:31.013346,2020-09-30 07:12:38.264988,TaniY,Clothing & Accessories,B002G9UDYG
8,AFJYQTF4VSTD5H3Y6VE6S4WFAZFA,"September 3, 2019",Great product but sent new watch with the same issue.,"I return the same watch days ago now I am returning the watch that Amazon sent me after I ordered the same one for second time. It looks lke I got the same watch back or all this type of watch have the same issue. I noticed again that the plastic round perimeter is with kind of small cuts that you can see and fill i with you finger. Also the charging spot in the wach has kind of sign of usage. Does not look lke new watch o me. These are the reason that I am returning the watch and asking for refund. If the watches are like this that means that they are poorly build because the watch looks to cheap and not worthy the money. I am sorry to say that because I like Garmin watches, but...",yes,3,3.0,https://www.amazon.ca/Garmin-Forerunner-735XT-Unit-Black/dp/B01DOJDPQY/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:12:48.349008,2020-09-30 07:12:57.605598,TaniY,Clothing & Accessories,B002G9UDYG
9,AFJYQTF4VSTD5H3Y6VE6S4WFAZFA,"January 19, 2019",Samsung J6 case,It is ok,yes,0,4.0,https://www.amazon.ca/Protection-Combination-Anti-Scratch-Ultra-Thin-All-Inclusive/dp/B07FGF1P8Z/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:13:05.691025,2020-09-30 07:13:12.937739,TaniY,Clothing & Accessories,B002G9UDYG
10,AFJYQTF4VSTD5H3Y6VE6S4WFAZFA,"January 25, 2018",Five Stars,Great stuff,yes,0,5.0,https://www.amazon.ca/KONYON-Roll-Up-Foldable-Stainless-Sink-Black/dp/B074YMS2JX/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:13:22.030605,2020-09-30 07:13:31.254812,TaniY,Clothing & Accessories,B002G9UDYG
