,author_id,date_review_posted,review_title,reviews,verified_purchase,people_find_helpful,ratings,product_url,start,end,reviewer_name,product_category,product_id
0,AHI5KARZ2Z3KQZ4ZHGJKLGZK47PQ,"February 8, 2020",Misleading photo and description!,Misleading photo and description. There is no 6Ft cable ( as it mentioned in description) and you get the female HDMI (not what you see in photos) very disappointing,yes,0,1.0,https://www.amazon.ca/TECHDOTY-Port%EF%BC%8860W%EF%BC%89USB-Compatible-2017MacBook-ChromeBook/dp/B07434XSR4/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 10:46:46.653369,2020-09-30 10:46:53.058708,hesam mahdavi,Clothing & Accessories,B002G9UDYG
1,AHI5KARZ2Z3KQZ4ZHGJKLGZK47PQ,"June 8, 2019",Amazing Laptop,Amazing laptop. Haven't missed my surface at all. Very fast and the batter last a long time.,yes,0,5.0,https://www.amazon.ca/Chromebook-C302CA-DHM4-12-5-Inch-Touchscreen-storage/dp/B01N5G5PG2/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 10:47:01.164045,2020-09-30 10:47:07.578197,hesam mahdavi,Clothing & Accessories,B002G9UDYG
2,AHI5KARZ2Z3KQZ4ZHGJKLGZK47PQ,"April 8, 2019",Awesome,Awesome quality hat.,yes,0,5.0,https://www.amazon.ca/Carhartt-Acrylic-Watch-Black-Size/dp/B002G9UDYG/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 10:47:15.680144,2020-09-30 10:47:25.084750,hesam mahdavi,Clothing & Accessories,B002G9UDYG
3,AHI5KARZ2Z3KQZ4ZHGJKLGZK47PQ,"April 8, 2019",Awesome,Very nice case.,yes,0,5.0,https://www.amazon.ca/ProCase-Kickstand-Multiple-Magnetic-Protective/dp/B07DZXCJBX/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 10:47:35.188220,2020-09-30 10:47:42.617767,hesam mahdavi,Clothing & Accessories,B002G9UDYG
4,AHI5KARZ2Z3KQZ4ZHGJKLGZK47PQ,"April 8, 2019",Awesome,Love it. Awesome goggles. Recommend it for sure.,yes,0,5.0,https://www.amazon.ca/TOPELEK-Snowmobile-Protection-Super-wide-Dual-layer/dp/B01N8PXEXC/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 10:47:51.723110,2020-09-30 10:47:58.093031,hesam mahdavi,Clothing & Accessories,B002G9UDYG
5,AHI5KARZ2Z3KQZ4ZHGJKLGZK47PQ,"April 8, 2019",Cheap Material,Very cheap quality. The kick stand doesn't work well at.all.,yes,0,1.0,https://www.amazon.ca/Fintie-Microsoft-Surface-2017-Case/dp/B01MT6L21O/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 10:48:08.198714,2020-09-30 10:48:14.546968,hesam mahdavi,Clothing & Accessories,B002G9UDYG
6,AHI5KARZ2Z3KQZ4ZHGJKLGZK47PQ,"April 8, 2019",Not as nice as the original remote.,The keys are very hard to press and very uncomfortable.,yes,0,2.0,https://www.amazon.ca/Universal-replaced-remotes-BN59-01259B-BN59-01241A-BN59-01260A/dp/B07H86D3NN/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 10:48:24.650941,2020-09-30 10:48:32.064484,hesam mahdavi,Clothing & Accessories,B002G9UDYG
7,AHI5KARZ2Z3KQZ4ZHGJKLGZK47PQ,"February 20, 2019","easy to install, nice looking","I am very satisfied with this protective case,",no,0,5.0,https://www.amazon.ca/MoKo-Microsoft-Protective-Compatible-Keyboard/dp/B077D3LPVD/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 10:48:39.167620,2020-09-30 10:48:46.567905,hesam mahdavi,Clothing & Accessories,B002G9UDYG
8,AHI5KARZ2Z3KQZ4ZHGJKLGZK47PQ,"November 16, 2018",Excellent,Excellent buy,yes,0,5.0,https://www.amazon.ca/JEFlex-Swimming-Leak-Proof-Anti-fog-Protection/dp/B075FNBPGT/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 10:48:54.677816,2020-09-30 10:49:03.041709,hesam mahdavi,Clothing & Accessories,B002G9UDYG
9,AHI5KARZ2Z3KQZ4ZHGJKLGZK47PQ,"November 16, 2018",Worth every penny.,Absolutely gorgeous. Worth every penny,yes,0,5.0,https://www.amazon.ca/SHIELDON-Samsung-Fashion-Magnetic-Compatible/dp/B01IBCAZC6/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 10:49:11.138398,2020-09-30 10:49:20.547740,hesam mahdavi,Clothing & Accessories,B002G9UDYG
10,AHI5KARZ2Z3KQZ4ZHGJKLGZK47PQ,"November 16, 2018",Not very happy. Filling it up is disaster,"I have this product for 3 days now.
Mist level is okay
The warm mistbtake a good 20 min to start and really isn't warm
Amount of mist evennon high level is not that much
Filling it up is disaster. It is really hard to fill it up since there is NO handle to hold it when you flip it over.
Looks good",yes,0,2.0,https://www.amazon.ca/Humidifiers-VAVA-Humidifier-Humidity-Waterless/dp/B0756XMJQT/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 10:49:28.650837,2020-09-30 10:49:37.026299,hesam mahdavi,Clothing & Accessories,B002G9UDYG
