,author_id,date_review_posted,review_title,reviews,verified_purchase,people_find_helpful,ratings,product_url,start,end,reviewer_name,product_category,product_id
0,AH7AQA4QIJ76QZGBY2KKTGRQKUAA,"August 23, 2020",Awesome watch,"I've owned this watch for 10 years now and it hasn't skipped a beat. It's a professional dive/tool watch that is tough as nails and scary accurate +/- 1 second a month.
Even after 10 years the tritium is still very bright and easily readable. To say that Iam impressed with this watch is an understatement.

The cool thing about these watches is the fact that you can keep them running forever.
Case dinged up
Sapphire scratched up
Movement dead
Just send it in to Marathon, pay for your parts and labour and your good for another X amount of years. You can't do that with a lot of cheaper watches.

Shop around. You can source these cheaper than what is shown here.",no,0,5.0,https://www.amazon.ca/MARATHON-WW194007-Military-Milspec-Illumination/dp/B07F91GN1D/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:31:24.425151,2020-09-30 07:31:30.679695,Amanda Parker,Clothing & Accessories,B002G9UDYG
1,AH7AQA4QIJ76QZGBY2KKTGRQKUAA,"February 23, 2020",Excellent EDC light.,"This light is an unbelievable value for the money.
If this light had another brand name on it, it would easily be a $50-$60 light.

Excellent light, the form factor is great, it takes a standard AA battery or a 14500 lithium battery.
For the size of the light the output is great on AA and even more impressive on with the 14500 battery.

At this price it's a solid 5 stars from me.",no,2,5.0,https://www.amazon.ca/Flashlight-Pocket-Sized-LUMINTOP-Waterproof-Emergency/dp/B07TFS4Z3S/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:31:39.774121,2020-09-30 07:31:47.059149,Amanda Parker,Clothing & Accessories,B002G9UDYG
2,AH7AQA4QIJ76QZGBY2KKTGRQKUAA,"July 3, 2019",Nice n thick = warm,Fits good. Looks good.,yes,0,5.0,https://www.amazon.ca/Carhartt-Acrylic-Watch-Black-Size/dp/B002G9UDYG/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:31:56.148893,2020-09-30 07:32:04.386441,Amanda Parker,Clothing & Accessories,B002G9UDYG
3,AH7AQA4QIJ76QZGBY2KKTGRQKUAA,"July 3, 2019",Great scale for the kitchen.,Works great for weighing up my cocaine 🤣,yes,2,5.0,https://www.amazon.ca/Weigh-Triton-Digital-Durable-Rubber/dp/B00BE2WR86/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:32:12.481742,2020-09-30 07:32:21.725311,Amanda Parker,Clothing & Accessories,B002G9UDYG
4,AH7AQA4QIJ76QZGBY2KKTGRQKUAA,"July 3, 2019",It's been Great.,Love it,yes,0,5.0,https://www.amazon.ca/Levoit-Ultrasonic-Humidifiers-Humidifier-Adjustable/dp/B078GPR4XV/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:32:31.819526,2020-09-30 07:32:41.061968,Amanda Parker,Clothing & Accessories,B002G9UDYG
5,AH7AQA4QIJ76QZGBY2KKTGRQKUAA,"July 3, 2019",Wakey wakey.,Works Great.,yes,0,5.0,https://www.amazon.ca/Death-Wish-Coffee-Certified-Capsules/dp/B00FJYTGBG/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:32:49.147459,2020-09-30 07:32:57.426597,Amanda Parker,Clothing & Accessories,B002G9UDYG
6,AH7AQA4QIJ76QZGBY2KKTGRQKUAA,"July 3, 2019",Works Great.,Awesome,yes,0,5.0,https://www.amazon.ca/KPL-Knife-Pivot-Lube-Oil/dp/B07L38LMPG/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:33:07.520593,2020-09-30 07:33:16.771647,Amanda Parker,Clothing & Accessories,B002G9UDYG
7,AH7AQA4QIJ76QZGBY2KKTGRQKUAA,"July 3, 2019",I've had better.,"It's a solid well built rail.

But once tightened down onto the dovetail it will lift itself up slightly on one side enough so that it won't sit exactly flush and right on top of the dovetail.
So because it's flush on one side of the dovetail and lifted slightly on the other side it will affect accuracy.
Good for a flashlight etc. But depending on the severity of the gap your scope or red dot could run out of adjustment.

That's my experience. Maybe yours is machined better and it a mom issue for you.",yes,0,3.0,https://www.amazon.ca/Tactical-Dovetail-Extend-Picatinny-Adapter/dp/B01J5EELTW/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:33:26.863593,2020-09-30 07:33:35.126590,Amanda Parker,Clothing & Accessories,B002G9UDYG
8,AH7AQA4QIJ76QZGBY2KKTGRQKUAA,"July 1, 2019",You would have to be a huge guy for this to look normal on you.,The hat is tall. Like so tall it looks silly.,yes,0,5.0,https://www.amazon.ca/Carhartt-Percent-Moisture-Wicking-Ashland/dp/B00MNLR1ME/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:33:44.221078,2020-09-30 07:33:50.506777,Amanda Parker,Clothing & Accessories,B002G9UDYG
9,AH7AQA4QIJ76QZGBY2KKTGRQKUAA,"July 1, 2019",Fits large.,"Get a size smaller than you are.

Nice thick material. Should last a a while.",yes,0,5.0,https://www.amazon.ca/Carhartt-Workwear-Short-Sleeve-T-Shirt-Heather/dp/B01BXGKDD8/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 07:33:58.598339,2020-09-30 07:34:06.858685,Amanda Parker,Clothing & Accessories,B002G9UDYG
