,author_id,date_review_posted,review_title,reviews,verified_purchase,people_find_helpful,ratings,product_url,start,end,reviewer_name,product_category,product_id
0,AHM46CRRSEYD53YC3OGCGHLGL47Q,"August 21, 2020",Definitely a must have if you take your dog anywhere,Great to have on the go so you always have water for your pup. So lightweight that my puppy has learned to grab it by the carabiner and drag it but he's just a puppy so still has to learn haha.,yes,0,5.0,https://www.amazon.ca/Collapsible-Portable-Watering-Traveling-Carabiners/dp/B07VT1468W/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 23:43:40.142648,2020-09-30 23:43:48.442745,Toronto Customer,Clothing & Accessories,B00T7U6FDK
1,AHM46CRRSEYD53YC3OGCGHLGL47Q,"July 21, 2020",This will be the only glove I buy going forward!,"Amazing gloves! I had bought a glove at a golf store with limited stock during the pandemic and it had torn right away - this beats it by far in quality and fit. I was skeptical about the one-size-fits-all idea but the compression works very well and I feel like the glove was fit exactly to my hand, no issue with the stretch. The velcro is very secure, and the material is supportive but breathable where it needs to be - a good combo of the leather/mesh.",yes,0,5.0,https://www.amazon.ca/Zero-Friction-Womens-Gloves-White/dp/B00KSS0T2S/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 23:43:57.535177,2020-09-30 23:44:06.788419,Toronto Customer,Clothing & Accessories,B00T7U6FDK
2,AHM46CRRSEYD53YC3OGCGHLGL47Q,"July 15, 2020",Great gift!,"Bought this as a bday present for my niece and she absolutely loved it. The material is thicker than your standard canvas backpack, almost feels like a neoprene material. Colours are great and vibrant. If I had to be critical I would say the zipper is tougher for a kid to do up themselves due to the material but she was able to do it when I was helping her by holding it taut. Would definitely buy again, got huge style points from both kid and parents.",no,0,5.0,https://www.amazon.ca/dp/B0834635SY/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 23:44:16.881536,2020-09-30 23:44:23.170914,Toronto Customer,Clothing & Accessories,B00T7U6FDK
3,AHM46CRRSEYD53YC3OGCGHLGL47Q,"July 6, 2020",So easy to pop out because of silicone bottoms!,"Wanted an ice tray with a lid as my freezer space is limited and I was tired of using open trays and spilling. These are great, they work like the reusable lunch containers I have with snap locks on every side. I haven't tried to use it tilted or on its side so I haven't tested any spillage but it seems to hold everything in well. The silicone bottoms are my favorite part as they make it super easy to get the cubes out as you can pop them up nicely. I usually make a bunch of ice and then store it in a separate container so I haven't tested the ice after its sat in this container for more than a few hours like a couple other reviews have stated.",yes,0,5.0,https://www.amazon.ca/IKICH-%E3%80%90Unique%E3%80%91Easy-Release-Spill-Resistant-Removable-Certified/dp/B07RRS6ZHZ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 23:44:31.264744,2020-09-30 23:44:38.540281,Toronto Customer,Clothing & Accessories,B00T7U6FDK
4,AHM46CRRSEYD53YC3OGCGHLGL47Q,"May 27, 2020",Good quality for a cheap shirt,Purchased this to add an iron on image for a friend. Fits as expected and great quality.,yes,0,5.0,https://www.amazon.ca/Jerzees-Adult-Pullover-Hooded-Sweatshirt/dp/B00T7U6QXY/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 23:44:46.634770,2020-09-30 23:44:52.870459,Toronto Customer,Clothing & Accessories,B00T7U6FDK
5,AHM46CRRSEYD53YC3OGCGHLGL47Q,"March 13, 2020",Cute jewelry tray that fits a lot of pieces,"Purchased this for my nightstand so I could have a place to put my everyday jewelry that I take off before bed. It's cute and very wide, not like other dishes I've seen where you can only fit a couple pieces. If I had to be nitpicky the one thing I don't like is that the letter is not straight but that's for my OCD mind to battle with! Haha. Overall would buy again.",yes,0,4.0,https://www.amazon.ca/Simple-Shine-Trinket-Personalized-Initials/dp/B07S41H5QW/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 23:44:59.963652,2020-09-30 23:45:08.263265,Toronto Customer,Clothing & Accessories,B00T7U6FDK
6,AHM46CRRSEYD53YC3OGCGHLGL47Q,"March 12, 2020",Dual function does not work,Purchased this because it had a dual function of charging and aux capability. Unfortunately the dual stopped working within the first 3 times of using this. I find that the aux works but then when I go to plug the charger in it just stops completely so I only use this as an aux adapter in my car. Very disappointed as I wanted to be able to use both.,yes,One,2.0,https://www.amazon.ca/Headphone-Adapter-Splitter-COOYA-Charger/dp/B07QXWJ25W/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 23:45:18.360077,2020-09-30 23:45:25.644313,Toronto Customer,Clothing & Accessories,B00T7U6FDK
7,AHM46CRRSEYD53YC3OGCGHLGL47Q,"March 12, 2020",Easy to travel with,Purchased this before we went to Cuba. It was very easy to pack (rolled it up) and it kept its shape very well. Used it on the beach every day and it is nice and light. Would definitely recommend.,yes,2,5.0,https://www.amazon.ca/MAIPOETYRY-Women-Straw-Panama-Fedora/dp/B07GRLN2XT/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 23:45:35.730888,2020-09-30 23:45:43.050629,Toronto Customer,Clothing & Accessories,B00T7U6FDK
8,AHM46CRRSEYD53YC3OGCGHLGL47Q,"March 12, 2020",Works very well,"I was very surprised at how well this works. I often wake up to the light before the alarm even goes off. Only had it for a week so I am still playing with the functions and haven't quite worked it out. I like that it has 2 alarm options, a variety of sounds, and several light levels. I suffer from SAD and that on top of the spring time change does wonders on me but this is helping tremendously.",yes,0,4.0,https://www.amazon.ca/GRDE-Colored-Simulation-settable-Functions/dp/B07KZQZ7GS/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 23:45:51.144317,2020-09-30 23:45:59.419581,Toronto Customer,Clothing & Accessories,B00T7U6FDK
9,AHM46CRRSEYD53YC3OGCGHLGL47Q,"February 13, 2020",Great modest swimsuit!,"Love that this is 2 pieces, actually looks like one when you wear it. Wore this on a beach trip and it was so comfortable. I'm not a fan of my midriff and this hides it perfectly and stylishly. Would definitely buy again!",yes,0,5.0,https://www.amazon.ca/Catalina-Womens-Bandeau-Tankini-Top-M-Black/dp/B07CXZTTL8/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-30 23:46:07.517039,2020-09-30 23:46:14.783620,Toronto Customer,Clothing & Accessories,B00T7U6FDK
