,id,date_review_posted,review_title,review,verified_purchase,people_find_helpful,ratings,product_url,start,end,author,product_category,product_id
0,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"September 10, 2020",No USB port available.,I ne USB 3.o but this machine does not have it. Otherwise / it’s a beautiful thing and I like the having touch screen. Memory should be bigger too...,yes,0,4.0,https://www.amazon.ca/VivoBook-Touchscreen-Processor-Fingerprint-J401MA-AB01-CA/dp/B087Z58PY5/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:03:52.024213,2020-09-16 08:04:00.220548,Milicevic Ljubica,Electronics,B087Z58PY5
1,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"August 22, 2020",Not new.,Design is fantastic but it came with viruses.,yes,0,1.0,https://www.amazon.ca/15-6-inch-high-Performance-Quad-core-continuously-Bluetooth/dp/B086GT73L1/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:04:07.329492,2020-09-16 08:04:15.796996,Milicevic Ljubica,Electronics,B087Z58PY5
2,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"July 21, 2019",Good read indeed.,I love everything about this book including the print and the cover. Beautifully woven story.,yes,0,5.0,https://www.amazon.ca/Golden-One-R-H-Nix-ebook/dp/B07SQNHFXZ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:04:23.914932,2020-09-16 08:04:30.305460,Milicevic Ljubica,Electronics,B087Z58PY5
3,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"February 26, 2018",Five Stars,practical extra watch and cheap. it works well too.,yes,0,5.0,https://www.amazon.ca/Fashion-Watches-Womens-Numerals-Leather/dp/B073GWJCVN/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:04:40.413076,2020-09-16 08:04:47.815484,Milicevic Ljubica,Electronics,B087Z58PY5
4,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"January 11, 2018",Five Stars,Fantastic collection of stories.,yes,0,5.0,https://www.amazon.ca/Second-Philip-Dick-MEGAPACK%C2%AE-Fantastic-ebook/dp/B00YSYY6TK/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:04:54.928571,2020-09-16 08:05:03.295788,Milicevic Ljubica,Electronics,B087Z58PY5
5,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"November 14, 2017",A story about an aging writer.,Fantastic novel.,yes,0,5.0,https://www.amazon.ca/Exit-fant%C3%B4me-Folio-5252-French-ebook/dp/B0063281TQ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:05:12.417497,2020-09-16 08:05:20.869596,Milicevic Ljubica,Electronics,B087Z58PY5
6,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"October 14, 2017",good,prompt service. good product,yes,0,5.0,https://www.amazon.ca/Inkfirst%C2%AE-Cartridge-Compatible-Remanufactured-SCX-3405FW/dp/B00DZ739ZS/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:05:29.977168,2020-09-16 08:05:37.364766,Milicevic Ljubica,Electronics,B087Z58PY5
7,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"February 15, 2017",Five Stars,beautiful,yes,0,5.0,https://www.amazon.ca/Turtle-Pendant-Necklace-Zirconia-Crystals/dp/B019IMTSQ2/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:05:46.474060,2020-09-16 08:05:54.851438,Milicevic Ljubica,Electronics,B087Z58PY5
8,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"February 15, 2017",Beautiful selection.,Just arrived after 2 months of ordering. Beautiful selection.,yes,0,5.0,https://www.amazon.ca/LyonsBlue-Assorted-Polyester-Sewing-Thread/dp/B00E89M3K4/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:06:03.948797,2020-09-16 08:06:10.355101,Milicevic Ljubica,Electronics,B087Z58PY5
9,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"January 15, 2017",a fantstic boom of essays on LOVE,happy to havé found it.,yes,0,5.0,https://www.amazon.ca/Je-taime-philo-philosophes-parlent/dp/2221122682/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:06:19.496297,2020-09-16 08:06:28.968494,Milicevic Ljubica,Electronics,B087Z58PY5
10,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"December 15, 2016",I love the color sparkling red,A lovely ring. I love the color sparkling red. Elegant. The diamonds are really small - almost invisible.,yes,0,5.0,https://www.amazon.ca/Yellow-Gold-Created-Diamond-Accent/dp/B00KHJKMPW/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:06:39.104483,2020-09-16 08:06:46.564265,Milicevic Ljubica,Electronics,B087Z58PY5
11,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"December 15, 2016",Five Stars,looks wonderful and is so light. a must have in every household.,yes,One,5.0,https://www.amazon.ca/Singer-1234-Sewing-Machine-Project/dp/B01BTKOWJ4/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:06:55.669965,2020-09-16 08:07:04.092099,Milicevic Ljubica,Electronics,B087Z58PY5
12,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"December 15, 2016",A lucid - extraordinary read.,"An incredible book that must be on everyone's reading list. The philosophical views are original and unique. In brief, this book is written by one of the most original thinkers.",yes,0,5.0,https://www.amazon.ca/Mind-Cosmos-Materialist-Neo-Darwinian-Conception-ebook/dp/B008SQL6NS/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:07:13.206255,2020-09-16 08:07:19.620822,Milicevic Ljubica,Electronics,B087Z58PY5
13,AFKRSW25WAU2Y35OOPFWHXHSQ2EQ,"April 11, 2015",Five Stars,perfecto,yes,0,5.0,https://www.amazon.ca/SaveOnMany-Compatible-MLT-D101S-SCX-3400FW-SCX-3405FW/dp/B00JVXD57W/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:07:26.727425,2020-09-16 08:07:34.158325,Milicevic Ljubica,Electronics,B087Z58PY5
