,id,date_review_posted,review_title,review,verified_purchase,people_find_helpful,ratings,product_url,start,end,author,product_category,product_id
0,AE6S2N4UJB4ENN2DU26S3F2H2BKQ,"September 13, 2020",Great !,"Great laptop for its price , very slick design , I would recommend",yes,0,5.0,https://www.amazon.ca/VivoBook-Touchscreen-Processor-Fingerprint-J401MA-AB01-CA/dp/B087Z58PY5/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:23:51.856157,2020-09-16 08:24:01.231569,R Widmark,Electronics,B087Z58PY5
1,AE6S2N4UJB4ENN2DU26S3F2H2BKQ,"September 12, 2020",Worked perfectly,I purchased this software and followed the instructions and it worked like a charm. Before buying I saw a lot of - comments about the key not working bla bla...it works.,yes,0,5.0,https://www.amazon.ca/Microsoft%C2%AE-Professional-Multilingual-Windows-License/dp/B07YLNX9G3/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:24:08.361025,2020-09-16 08:24:15.751603,R Widmark,Electronics,B087Z58PY5
2,AE6S2N4UJB4ENN2DU26S3F2H2BKQ,"June 28, 2020","Joker card is pixeled , quality is not how it was before with KEM cards","Looks like KEM is degrading in quality! These feels not like original KEMs that my Mom had! The Joker card has a low resolution and is pixeled , I won’t return it but the manufacturer is compromising the quality.",yes,0,3.0,https://www.amazon.ca/Springbok-KEM-Arrow-Playing-Cards/dp/B000T61ZY0/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:24:23.853558,2020-09-16 08:24:33.198090,R Widmark,Electronics,B087Z58PY5
3,AE6S2N4UJB4ENN2DU26S3F2H2BKQ,"June 19, 2020",Good quality,Good quality,yes,0,4.0,https://www.amazon.ca/Weber-51190001-Liquid-Propane-Orange/dp/B00RFXRZ9Y/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:24:40.338090,2020-09-16 08:24:47.752246,R Widmark,Electronics,B087Z58PY5
4,AE6S2N4UJB4ENN2DU26S3F2H2BKQ,"June 19, 2020",It works,This thing works!,yes,0,5.0,https://www.amazon.ca/GANA-Gold-plated-swicher-splitter-Supports/dp/B06XGB78MG/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:24:56.853591,2020-09-16 08:25:06.237935,R Widmark,Electronics,B087Z58PY5
5,AE6S2N4UJB4ENN2DU26S3F2H2BKQ,"June 19, 2020",Good quality,"For its size , it works good however it does not come cheap",yes,0,4.0,https://www.amazon.ca/Weber-Stephen-Products-7110-Models-Bonnet/dp/B013QQGQFW/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:25:13.372705,2020-09-16 08:25:22.784989,R Widmark,Electronics,B087Z58PY5
6,AE6S2N4UJB4ENN2DU26S3F2H2BKQ,"June 17, 2020",Good but very load !! Needs a silencer !,This pump is great but it is very load !! In the morning you will wake up everyone for a glass of water 😜,yes,0,3.0,https://www.amazon.ca/Rechargeable-Drinking-Portable-Dispenser-Automatic/dp/B07KJ8KXBX/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:25:31.908829,2020-09-16 08:25:39.310893,R Widmark,Electronics,B087Z58PY5
7,AE6S2N4UJB4ENN2DU26S3F2H2BKQ,"June 17, 2020",Same as in Walmart !,It is not leather as mentioned,yes,0,2.0,https://www.amazon.ca/Orktree-Classic-Leather-Slippers-Sandals/dp/B07P9723DD/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:25:47.409641,2020-09-16 08:25:56.841403,R Widmark,Electronics,B087Z58PY5
8,AE6S2N4UJB4ENN2DU26S3F2H2BKQ,"June 17, 2020",F l I m s y,"This thing is soooo light! The one I got was used and looked like 2nd hand, returned it same day",yes,0,1.0,https://www.amazon.ca/Salton-HP1269-Infrared-Cooking-Stainless/dp/B016BJDU4G/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:26:04.976309,2020-09-16 08:26:14.358759,R Widmark,Electronics,B087Z58PY5
9,AE6S2N4UJB4ENN2DU26S3F2H2BKQ,"June 17, 2020",Cold coffee maker!,"Your coffee is cold in this thing , don’t buy... very bulky",yes,0,1.0,https://www.amazon.ca/Hamilton-Beach-10-Cup-Thermal-Coffee/dp/B01HF5H3CK/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 08:26:22.482607,2020-09-16 08:26:30.864694,R Widmark,Electronics,B087Z58PY5
